logFC,AveExpr,t,P.Value,adj.P.Val,B,probe_id
-3262.3041,2927.08705,-3.54427738093528,0.00191502572859694,0.726076880694754,-4.59505194128972,239996_x_at
-2959.8897,2016.74915,-3.54424366000515,0.00191517845508444,0.726076880694754,-4.5950519422108,228971_at
3534.1742,2704.1385,3.54320498807327,0.00191988860548371,0.726076880694754,-4.59505197058388,212695_at
2893.0686,3121.4822,3.53357696852349,0.00196409515085466,0.726076880694754,-4.59505223378487,1554842_at
9342.8664,8748.8297,3.52715358699483,0.00199414258028498,0.726076880694754,-4.59505240957606,202864_s_at
-4818.5475,4170.43925,-3.52244679589374,0.00201644642721147,0.726076880694754,-4.59505253848746,215696_s_at
2793.5996,2042.5987,3.51901503482737,0.00203286267207425,0.726076880694754,-4.59505263253034,1566607_at
-3714.2428,2857.1514,-3.51860833488586,0.00203481685160168,0.726076880694754,-4.59505264367835,213139_at
-4286.3169,4044.98455,-3.51600714457805,0.00204735920257251,0.726076880694754,-4.59505271499392,208969_at
-3373.8826,2817.4077,-3.51497657405369,0.00205234935752516,0.726076880694754,-4.59505274325558,1561579_at
-2628.8666,2221.2997,-3.51356781759038,0.00205919007024832,0.726076880694754,-4.59505278189478,217811_at
1974.2917,1394.96295,3.51351106798473,0.00205946610668892,0.726076880694754,-4.59505278345146,1564209_at
10410.1808,8439.8021,3.51346190339797,0.00205970527813099,0.726076880694754,-4.59505278480009,204747_at
-89982.9,199440.05,-3.5133152705023,0.00206041876663782,0.726076880694754,-4.5950527888224,AFFX-BioB-5_at
-196614.2,390808.7,-3.5118789638083,0.00206742041641553,0.726076880694754,-4.59505282822623,AFFX-BioB-M_at
5804.0894,5515.8245,3.50379016676077,0.00210728989590359,0.726076880694754,-4.59505305027889,209508_x_at
-176713.9,338342.85,-3.50354521466628,0.00210850896309729,0.726076880694754,-4.59505305700707,AFFX-BioB-3_at
9395.1428,10017.0666,3.50276178800509,0.00211241253857055,0.726076880694754,-4.59505307852724,222001_x_at
13879.608,11969.014,3.50137941419231,0.00211931779912259,0.726076880694754,-4.59505311650559,202688_at
3236.2708,3261.9708,3.49881759479044,0.00213217329141007,0.726076880694754,-4.5950531869059,242888_at
-2609.1738,1782.8256,-3.49559687080974,0.00214844390768328,0.726076880694754,-4.59505327544773,242772_x_at
-2992.0675,2198.61275,-3.49254565071585,0.00216397061714956,0.726076880694754,-4.59505335936498,220669_at
-3448.1646,2349.9931,-3.4899608642458,0.00217720992315148,0.726076880694754,-4.59505343048079,208388_at
-2998.0808,3211.5026,-3.4887465546057,0.00218345704676229,0.726076880694754,-4.59505346389884,232342_at
-3461.8547,2922.14725,-3.48569625474004,0.00219922728677001,0.726076880694754,-4.59505354786759,1560756_at
3141.9767,3500.48645,3.48242739647004,0.00221625156890193,0.726076880694754,-4.59505363789064,223083_s_at
6665.2373,7988.56935,3.48214310649701,0.00221773825470551,0.726076880694754,-4.59505364572172,212860_at
4647.3967,4415.41995,3.47938146354455,0.00223223120085852,0.726471672065118,-4.59505372180957,203997_at
4229.9327,4284.40665,3.46159919720068,0.00232780197500315,0.731082439222801,-4.59505421240399,1566114_at
16064.9601,12257.98495,3.46112955997114,0.00233037967659098,0.731082439222801,-4.59505422537629,228531_at
4796.3086,6276.8397,3.46047859987775,0.00233395723540364,0.731082439222801,-4.59505424335838,223322_at
6797.3933,6364.32435,3.45898921595776,0.00234216288796098,0.731082439222801,-4.59505428450679,218943_s_at
-2737.993,2399.7713,-3.45198871451737,0.00238111210395747,0.731082439222801,-4.59505447802182,237056_at
6102.287,8235.0735,3.45120376445602,0.00238551878080893,0.731082439222801,-4.59505449973115,234926_s_at
16146.8029,17863.20855,3.45081941950932,0.00238767939170054,0.731082439222801,-4.59505451036176,201786_s_at
2829.4374,2827.4263,3.44923256705893,0.00239662027436809,0.731082439222801,-4.59505455425814,217608_at
3841.0428,3411.1502,3.44600842403567,0.00241488741202483,0.731082439222801,-4.59505464347378,204912_at
8486.6201,8346.94995,3.44186129733257,0.00243858467819454,0.731082439222801,-4.59505475828372,204415_at
-4133.7034,3229.9853,-3.43996181756217,0.00244951451760892,0.731082439222801,-4.59505481088968,236471_at
-3356.7435,3244.85825,-3.43878124605365,0.00245633184358496,0.731082439222801,-4.59505484359195,236552_at
3957.7129,3488.18465,3.43698998185642,0.0024667111909258,0.731082439222801,-4.59505489322005,211918_x_at
-3038.2854,2942.7095,-3.43694728997108,0.00246695908942581,0.731082439222801,-4.59505489440299,1552509_a_at
-2372.8088,1760.6903,-3.43446700474084,0.00248140331227326,0.731082439222801,-4.59505496313991,202760_s_at
13814.7523,12459.52185,3.430992957986,0.00250177420028753,0.731082439222801,-4.59505505945367,200904_at
-2344.6579,1911.02665,-3.42325715346487,0.0025477251776128,0.731082439222801,-4.59505527407159,1559500_at
-2486.8368,2074.9799,-3.42201643439875,0.00255517160916368,0.731082439222801,-4.59505530851288,214830_at
7440.0806,8151.0377,3.4219318608992,0.00255567996966163,0.731082439222801,-4.59505531086076,214057_at
21062.7024,14150.3108,3.41296217861969,0.00261016156429327,0.731082439222801,-4.59505556001334,202446_s_at
-3641.7784,3241.443,-3.40779396685128,0.00264206773374354,0.731082439222801,-4.59505570369826,1561403_at
-2332.1036,2280.0883,-3.40651490812008,0.00265002279812797,0.731082439222801,-4.59505573927244,241685_x_at
5337.863,4051.716,3.4056770495745,0.00265524653489027,0.731082439222801,-4.59505576257867,219889_at
3935.4995,4932.14525,3.40474500145874,0.00266106934957458,0.731082439222801,-4.59505578850776,230604_at
-3114.58,3006.4218,-3.40130195530822,0.00268268774700344,0.731082439222801,-4.59505588431732,230528_s_at
3038.3871,2896.89725,3.39508984767427,0.00272212826462845,0.731082439222801,-4.59505605728412,1554394_at
3785.6604,3033.2144,3.39363306464935,0.00273145914386721,0.731082439222801,-4.5950560978651,241911_at
